City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
605,Anadyr,RU,64.75,177.4833,-1.7,84,0,2.24,clear sky
606,Grindavik,IS,63.8424,-22.4338,24.75,86,20,5.75,few clouds
607,Moree,AU,-29.4667,149.85,57.22,77,5,9.22,clear sky
608,Kipushi,CD,-11.7667,27.2333,62.11,96,100,4.52,overcast clouds
609,Mount Isa,AU,-20.7333,139.5,73.17,43,0,5.75,clear sky
610,Kaifeng,CN,34.7911,114.3483,27.46,34,100,3.36,overcast clouds
611,Abu Dhabi,AE,24.4667,54.3667,71.62,81,20,10.36,few clouds
612,Opuwo,NA,-18.0607,13.84,74.37,41,96,9.6,overcast clouds
613,Talaya,RU,61.3833,152.75,-38.42,98,36,2.66,scattered clouds
614,Malakal,SS,9.5334,31.6605,77.18,15,82,9.37,broken clouds
615,Santa Marta De Tormes,ES,40.9506,-5.6272,45.45,59,0,1.99,clear sky
616,Sitka,US,57.0531,-135.33,44.49,70,100,13.8,light rain
617,Zhigansk,RU,66.7697,123.3711,-30.14,100,100,5.79,overcast clouds
618,Tabuk,PH,17.4189,121.4443,68.72,90,98,4.27,overcast clouds
619,Celestun,MX,20.8667,-90.4,74.1,74,83,19.66,broken clouds
620,Pansemal,IN,21.65,74.7,67.19,22,0,4.43,clear sky
621,Lata,PT,40.1629,-8.3327,52.05,78,0,4.29,clear sky
622,Sisimiut,GL,66.9395,-53.6735,2.17,91,100,9.44,light snow
623,Tutoia,BR,-2.7619,-42.2744,84.18,75,100,11.48,overcast clouds
624,College,US,64.8569,-147.8028,3.58,79,75,0.0,broken clouds
625,Pasni,PK,25.2631,63.471,71.87,79,0,10.07,clear sky
626,Wajima,JP,37.4,136.9,33.37,66,100,21.72,light snow
627,Ous,RU,60.9058,61.5186,16.27,96,100,5.48,overcast clouds
628,Maltahohe,NA,-24.8333,16.9833,83.98,27,84,12.84,broken clouds
629,Marsaxlokk,MT,35.8419,14.5431,57.07,94,20,6.91,few clouds
630,Oistins,BB,13.0667,-59.5333,82.49,57,20,14.97,few clouds
631,Saint Anthony,US,45.0205,-93.218,18.03,59,40,7.0,scattered clouds
632,Cabot,US,34.9745,-92.0165,43.77,47,0,6.91,clear sky
633,Czersk,PL,53.7959,17.9765,38.55,79,100,13.71,overcast clouds
634,Pedro Juan Caballero,PY,-22.5472,-55.7333,75.16,73,75,5.75,broken clouds
635,San Borja,BO,-14.8167,-66.85,87.37,63,67,8.28,broken clouds
636,Asau,RO,46.4333,26.4,36.95,84,98,1.7,overcast clouds
637,Ashqelon,IL,31.6693,34.5715,54.41,61,94,9.64,overcast clouds
638,Omsukchan,RU,62.5333,155.8,-23.66,77,3,3.62,clear sky
